#jd flux err
2454430.91683047 1.01533341 0.00514358
2454430.93766381 1.01366180 0.00452873
2454430.95849714 1.01172414 0.00477457
2454430.97933047 1.01258078 0.00555016
2454431.00016381 1.00960196 0.00582473
2454431.02099714 1.00754300 0.00628640
2454431.04183048 0.99696982 0.00835817
2454431.06266381 0.97129645 0.01064761
2454431.08349714 0.94785009 0.01127886
2454431.10433048 0.92638404 0.00565810
2454431.12516381 0.93706206 0.00902730
2454431.14599715 0.96119552 0.01027044
2454431.16683048 0.98818149 0.00932525
2454431.18766381 1.00289563 0.00524272
2454431.20849715 1.00678075 0.00507871
2454431.22933048 1.00750186 0.00480203
2454431.25016382 1.00910154 0.00481914
2454431.27099715 1.01023485 0.00517348
2454431.29183048 1.01122927 0.00613691
2454431.31266382 1.01217266 0.00547562
2454431.33349715 1.01233185 0.00426716
2454431.35433049 1.00948435 0.00519578
2454431.37516382 1.00594192 0.00589630
2454431.39599715 1.00293383 0.00698703
2454431.41683049 0.99781917 0.00482823
2454431.43766382 0.99392215 0.00444733
2454431.45849716 0.99107145 0.00535884
2454431.47933049 0.98314442 0.01431185
2454431.50016382 0.89305374 0.04232951
2454431.52099716 0.72397470 0.05658561
2454431.54183049 0.54423484 0.04441891
2454431.56266383 0.42595699 0.01564395
2454431.58349716 0.56120423 0.05707521
2454431.60433049 0.76070822 0.05433042
2454431.62516383 0.91997116 0.04358155
2454431.64599716 0.98500841 0.00688108
2454431.66683049 0.99238976 0.00649874
2454431.68766383 0.99503864 0.00537142
2454431.70849716 1.00010705 0.00572160
2454431.72933050 1.00591612 0.00627737
2454431.75016383 1.00951186 0.00438594
2454431.77099716 1.01493261 0.00499282
2454431.79183050 1.01577451 0.00472608
2454431.81266383 1.01803970 0.00623239
2454431.83349717 1.01669959 0.00518608
2454431.85433050 1.01704937 0.00621556
2454431.87516383 1.01586951 0.00456926
2454431.89599717 1.01335336 0.00465381
2454431.91683050 1.01131601 0.00524191
2454431.93766384 1.00628006 0.00679578
2454431.95849717 0.98035369 0.00757921
2454431.97933050 0.95971234 0.01144685
2454432.00016384 0.93670804 0.00865581
2454432.02099717 0.92766398 0.00527073
2454432.04183051 0.94811518 0.00853668
2454432.06266384 0.97260266 0.01036653
2454432.08349717 0.99492729 0.00909569
2454432.10433051 1.00487505 0.00541858
2454432.12516384 1.00742607 0.00597601
2454432.14599718 1.00829364 0.00436242
2454432.16683051 1.00902782 0.00529170
2454432.18766384 1.00992549 0.00505349
2454432.20849718 1.01291414 0.00453013
2454432.22933051 1.00993577 0.00575608
2454432.25016385 1.01080983 0.00503025
2454432.27099718 1.00833881 0.00475953
2454432.29183051 1.00514202 0.00531742
2454432.31266385 1.00120051 0.00463495
2454432.33349718 0.99725901 0.00567085
2454432.35433052 0.99342888 0.00504702
2454432.37516385 0.98762042 0.00631049
2454432.39599718 0.95367330 0.02419349
2454432.41683052 0.80001784 0.05259609
2454432.43766385 0.63037639 0.06043921
2454432.45849719 0.45326062 0.03837583
2454432.47933052 0.42524580 0.01241074
2454432.50016385 0.64541979 0.05747555
2454432.52099719 0.83514127 0.04606255
2454432.54183052 0.95215786 0.02053841
2454432.56266386 0.98494810 0.00549458
2454432.58349719 0.98993541 0.00599035
2454432.60433052 0.99435312 0.00695624
2454432.62516386 0.99934190 0.00618507
2454432.64599719 1.00517771 0.00626687
2454432.66683052 1.00999789 0.00582652
2454432.68766386 1.01428555 0.00695884
2454432.70849719 1.01612696 0.00542781
2454432.72933053 1.01693264 0.00526716
2454432.75016386 1.01534466 0.00480283
2454432.77099719 1.01430276 0.00546568
2454432.79183053 1.01218976 0.00464154
2454432.81266386 1.01035009 0.00543363
2454432.83349720 1.00845523 0.00569407
2454432.85433053 0.99866594 0.00692240
2454432.87516386 0.97943812 0.00799423
2454432.89599720 0.94515534 0.00941665
2454432.91683053 0.92936761 0.00468278
2454432.93766387 0.93502678 0.00737731
2454432.95849720 0.96218697 0.01044977
2454432.97933053 0.98194868 0.00961701
2454433.00016387 1.00159054 0.00725838
2454433.02099720 1.00353489 0.00419293
2454433.04183054 1.00487549 0.00434257
2454433.06266387 1.00862750 0.00542794
2454433.08349720 1.01020034 0.00498176
2454433.10433054 1.01036100 0.00546375
2454433.12516387 1.01159280 0.00531006
2454433.14599721 1.01205178 0.00534069
2454433.16683054 1.00927651 0.00532956
2454433.18766387 1.00674107 0.00559310
2454433.20849721 1.00383816 0.00491882
2454433.22933054 0.99863593 0.00435781
2454433.25016388 0.99304611 0.00500625
2454433.27099721 0.99022621 0.00619515
2454433.29183054 0.98370886 0.00919691
2454433.31266388 0.91391107 0.04164932
2454433.33349721 0.76423377 0.04488602
2454433.35433055 0.53479774 0.04945740
2454433.37516388 0.42428258 0.01426823
2454433.39599721 0.53701958 0.05637178
2454433.41683055 0.74657222 0.07369251
2454433.43766388 0.90125734 0.03837634
2454433.45849722 0.98146507 0.00779133
2454433.47933055 0.99122248 0.00745674
2454433.50016388 0.99413533 0.00561333
2454433.52099722 1.00055902 0.00591813
2454433.54183055 1.00511351 0.00578811
2454433.56266388 1.01072717 0.00504447
2454433.58349722 1.01367137 0.00515375
2454433.60433055 1.01645733 0.00475512
2454433.62516389 1.01723725 0.00505422
2454433.64599722 1.01662252 0.00539775
2454433.66683055 1.01574666 0.00463100
2454433.68766389 1.01338206 0.00491054
2454433.70849722 1.01151857 0.00535264
2454433.72933056 1.00916268 0.00588675
2454433.75016389 1.00820670 0.00474544
2454433.77099722 0.99112255 0.00837518
2454433.79183056 0.96239995 0.01154923
2454433.81266389 0.93869881 0.00947903
2454433.83349723 0.93027701 0.00559305
2454433.85433056 0.94524992 0.00884327
2454433.87516389 0.96650156 0.00748696
2454433.89599723 0.99614630 0.00734924
2454433.91683056 1.00455290 0.00599511
2454433.93766390 1.00500959 0.00534587
2454433.95849723 1.00727661 0.00559009
2454433.97933056 1.01062092 0.00500913
2454434.00016390 1.01292136 0.00469663
2454434.02099723 1.01269492 0.00579670
2454434.04183057 1.01438504 0.00489860
2454434.06266390 1.01250713 0.00534429
2454434.08349723 1.00948221 0.00470946
2454434.10433057 1.00438517 0.00609428
2454434.12516390 1.00295790 0.00529207
2454434.14599724 0.99840402 0.00562130
2454434.16683057 0.99253932 0.00463068
2454434.18766390 0.98857595 0.00634780
2454434.20849724 0.96503881 0.02130647
2454434.22933057 0.84498402 0.04647307
2454434.25016391 0.66216806 0.06273311
2454434.27099724 0.47548569 0.04771853
2454434.29183057 0.44900723 0.03620231
2454434.31266391 0.62109034 0.06014292
2454434.33349724 0.80804189 0.04547935
2454434.35433058 0.96267358 0.01788877
2454434.37516391 0.98568511 0.00530270
2454434.39599724 0.99172552 0.00464688
2454434.41683058 0.99849655 0.00523178
2454434.43766391 1.00151716 0.00598774
2454434.45849724 1.00650590 0.00613364
2454434.47933058 1.00897264 0.00638690
2454434.50016391 1.01386483 0.00540031
2454434.52099725 1.01490059 0.00507480
2454434.54183058 1.01652804 0.00525310
2454434.56266391 1.01628514 0.00557533
2454434.58349725 1.01572468 0.00467642
2454434.60433058 1.01370550 0.00569274
2454434.62516392 1.01090715 0.00671587
2454434.64599725 1.00854702 0.00483945
2454434.66683058 1.00139913 0.00757505
2454434.68766392 0.97756138 0.01126942
2454434.70849725 0.95013603 0.00959240
2454434.72933059 0.93053431 0.00675278
2454434.75016392 0.93330403 0.00672734
2454434.77099725 0.95441509 0.00911902
2454434.79183059 0.98047194 0.01098103
2454434.81266392 0.99881593 0.00697019
2454434.83349726 1.00353914 0.00491837
2454434.85433059 1.00724558 0.00617310
2454434.87516392 1.00733149 0.00528706
2454434.89599726 1.01110895 0.00505124
2454434.91683059 1.01169376 0.00606371
2454434.93766393 1.01250265 0.00477777
2454434.95849726 1.01428837 0.00395543
2454434.97933059 1.01024553 0.00573048
2454435.00016393 1.00723967 0.00484727
2454435.02099726 1.00422567 0.00488672
2454435.04183060 0.99804622 0.00413852
2454435.06266393 0.99551708 0.00546049
2454435.08349726 0.99074310 0.00675952
2454435.10433060 0.98409625 0.00895034
2454435.12516393 0.92614007 0.03274292
2454435.14599727 0.77080645 0.05379432
2454435.16683060 0.57230283 0.05838846
2454435.18766393 0.42828568 0.01790550
2454435.20849727 0.51706570 0.06626695
2454435.22933060 0.71316819 0.05800356
2454435.25016394 0.88426441 0.04238280
2454435.27099727 0.97334891 0.01319874
2454435.29183060 0.98818807 0.00650380
2454435.31266394 0.99424930 0.00553436
2454435.33349727 0.99835265 0.00618656
2454435.35433060 1.00506098 0.00674619
2454435.37516394 1.00906660 0.00620313
2454435.39599727 1.01380352 0.00533963
2454435.41683061 1.01228533 0.00411279
2454435.43766394 1.01776859 0.00604017
2454435.45849727 1.01730166 0.00478862
2454435.47933061 1.01725631 0.00584618
2454435.50016394 1.01586694 0.00570352
2454435.52099728 1.01393644 0.00578917
2454435.54183061 1.01155212 0.00452323
2454435.56266394 1.00832339 0.00603587
2454435.58349728 0.99229448 0.00887390
2454435.60433061 0.96733928 0.01039497
2454435.62516395 0.94126099 0.00924742
2454435.64599728 0.92949763 0.00622113
2454435.66683061 0.94221191 0.00748453
2454435.68766395 0.96442145 0.00893873
2454435.70849728 0.99328335 0.00800114
2454435.72933062 1.00515739 0.00761935
2454435.75016395 1.00589958 0.00588205
2454435.77099728 1.00665057 0.00494260
2454435.79183062 1.00875064 0.00492593
2454435.81266395 1.00924354 0.00520937
2454435.83349729 1.01099620 0.00679200
2454435.85433062 1.01197707 0.00523050
2454435.87516395 1.01017861 0.00569897
2454435.89599729 1.00867544 0.00466816
2454435.91683062 1.00741996 0.00483589
2454435.93766396 1.00213742 0.00467865
2454435.95849729 0.99763570 0.00590409
2454435.97933062 0.99161361 0.00512442
2454436.00016396 0.98789170 0.00670076
2454436.02099729 0.97655558 0.01427446
2454436.04183063 0.84155705 0.03088524
2454436.06266396 0.68545997 0.06004662
2454436.08349729 0.49005814 0.05047285
2454436.10433063 0.43517919 0.03090798
2454436.12516396 0.59164345 0.05925638
2454436.14599730 0.79232281 0.05055472
2454436.16683063 0.93664064 0.03207551
2454436.18766396 0.98618994 0.00510262
2454436.20849730 0.98954727 0.00473358
2454436.22933063 0.99536537 0.00397320
2454436.25016396 1.00074498 0.00446562
2454436.27099730 1.00560009 0.00618671
2454436.29183063 1.01163028 0.00510264
2454436.31266397 1.01463484 0.00662692
2454436.33349730 1.01585816 0.00634607
2454436.35433063 1.01719008 0.00463564
2454436.37516397 1.01527439 0.00515811
2454436.39599730 1.01581436 0.00537586
2454436.41683064 1.01264266 0.00551841
2454436.43766397 1.01293626 0.00555987
2454436.45849730 1.01103003 0.00535073
2454436.47933064 1.00571713 0.00672384
2454436.50016397 0.97788008 0.00578218
2454436.52099731 0.95536104 0.00892154
2454436.54183064 0.93135875 0.00721656
2454436.56266397 0.93441672 0.00602566
2454436.58349731 0.95215022 0.00762834
2454436.60433064 0.97642340 0.00731368
2454436.62516398 0.99830268 0.00869882
2454436.64599731 1.00558278 0.00604103
2454436.66683064 1.00766420 0.00556771
2454436.68766398 1.00853080 0.00507115
2454436.70849731 1.01017057 0.00474497
2454436.72933065 1.01080594 0.00549212
2454436.75016398 1.01286365 0.00553223
2454436.77099731 1.01106482 0.00452991
2454436.79183065 1.01210230 0.00559827
2454436.81266398 1.00986766 0.00544112
2454436.83349732 1.00402632 0.00588584
2454436.85433065 1.00199488 0.00522532
2454436.87516398 0.99623641 0.00516978
2454436.89599732 0.99201412 0.00512649
2454436.91683065 0.98799047 0.00472238
2454436.93766399 0.94145517 0.03300130
2454436.95849732 0.84336182 0.02395581
2454436.97933065 0.59517935 0.05938410
2454437.00016399 0.43556873 0.02639138
2454437.02099732 0.48852441 0.04404657
2454437.04183066 0.73756179 0.03478026
2454437.06266399 0.86678612 0.04673817
2454437.08349732 0.96935174 0.01583114
2454437.10433066 0.98857550 0.00595241
2454437.12516399 0.99347360 0.00574195
2454437.14599732 1.00002124 0.00557623
2454437.16683066 1.00442588 0.00510342
2454437.18766399 1.00847400 0.00606675
2454437.20849733 1.01445024 0.00513868
2454437.22933066 1.01741468 0.00517256
2454437.25016399 1.01832674 0.00543579
2454437.27099733 1.01888402 0.00581205
2454437.29183066 1.01729080 0.00537304
2454437.31266400 1.01490447 0.00535095
2454437.33349733 1.01441467 0.00666377
2454437.35433066 1.01426647 0.00478874
2454437.37516400 1.01023183 0.00543600
2454437.39599733 0.99802604 0.00736611
2454437.41683067 0.97951651 0.00943655
2454437.43766400 0.94363100 0.00914947
2454437.45849733 0.92965597 0.00558520
2454437.47933067 0.93858815 0.00770124
2454437.50016400 0.97121295 0.00737243
2454437.52099734 0.98941537 0.00717606
2454437.54183067 1.00464060 0.00597411
2454437.56266400 1.00579455 0.00523069
2454437.58349734 1.00715270 0.00424907
2454437.60433067 1.01099992 0.00434560
2454437.62516401 1.01181689 0.00571374
2454437.64599734 1.01328305 0.00581591
2454437.66683067 1.01410996 0.00508805
2454437.68766401 1.01372969 0.00449956
2454437.70849734 1.01078081 0.00537714
2454437.72933068 1.00854854 0.00569103
2454437.75016401 1.00398962 0.00463263
2454437.77099734 1.00072783 0.00476739
2454437.79183068 0.99362788 0.00507275
2454437.81266401 0.98626898 0.00448868
2454437.83349735 0.97486406 0.01125134
2454437.85433068 0.88533576 0.04257520
2454437.87516401 0.70863678 0.06115782
2454437.89599735 0.49262833 0.06459827
2454437.91683068 0.42492432 0.01646849
2454437.93766402 0.56630934 0.06163333
2454437.95849735 0.72715431 0.03859963
2454437.97933068 0.93022202 0.02858004
2454438.00016402 0.98283979 0.00738389
2454438.02099735 0.98953447 0.00608142
2454438.04183068 0.99752550 0.00617297
2454438.06266402 0.99785391 0.00525850
2454438.08349735 1.00400533 0.00479448
2454438.10433069 1.00836651 0.00549965
2454438.12516402 1.01210778 0.00526531
2454438.14599735 1.01538474 0.00464865
2454438.16683069 1.01469425 0.00732973
2454438.18766402 1.01360163 0.00464148
2454438.20849736 1.01247422 0.00537695
2454438.22933069 1.01037098 0.00557239
2454438.25016402 1.01003267 0.00762782
2454438.27099736 1.00850225 0.00630604
2454438.29183069 1.00317476 0.00600506
2454438.31266403 0.98384294 0.00720679
2454438.33349736 0.95630192 0.00717357
2454438.35433069 0.93153665 0.00649445
2454438.37516403 0.92875071 0.00542066
2454438.39599736 0.94603894 0.00871113
2454438.41683070 0.96665870 0.00663930
2454438.43766403 0.99611652 0.00651357
2454438.45849736 1.00246360 0.00436291
2454438.47933070 1.00482604 0.00474556
2454438.50016403 1.00774040 0.00576155
2454438.52099737 1.00856494 0.00567589
2454438.54183070 1.01088929 0.00568244
2454438.56266403 1.01134480 0.00543112
2454438.58349737 1.01079139 0.00490856
2454438.60433070 1.00944085 0.00618085
2454438.62516404 1.00693009 0.00472678
2454438.64599737 1.00500784 0.00618241
2454438.66683070 0.99833349 0.00495532
2454438.68766404 0.99542611 0.00477954
2454438.70849737 0.99102154 0.00498527
2454438.72933071 0.98613914 0.00562726
2454438.75016404 0.94990973 0.02755207
2454438.77099737 0.81653841 0.05056170
2454438.79183071 0.62443098 0.05982759
2454438.81266404 0.45046559 0.03488786
2454438.83349738 0.48179687 0.03823895
2454438.85433071 0.65523526 0.06084373
2454438.87516404 0.84351917 0.04872865
2454438.89599738 0.95855766 0.02772104
2454438.91683071 0.98825889 0.00618141
2454438.93766405 0.99254135 0.00535112
2454438.95849738 0.99460554 0.00474576
2454438.97933071 1.00243671 0.00623676
2454439.00016405 1.00583497 0.00566111
2454439.02099738 1.00935202 0.00522517
2454439.04183071 1.01244606 0.00664297
2454439.06266405 1.01677367 0.00628418
2454439.08349738 1.01657542 0.00512939
2454439.10433072 1.01474685 0.00579659
2454439.12516405 1.01457249 0.00574530
2454439.14599738 1.01233071 0.00551538
2454439.16683072 1.01229956 0.00517904
2454439.18766405 1.00888600 0.00645746
2454439.20849739 0.99922519 0.00877647
2454439.22933072 0.97310940 0.00928318
2454439.25016405 0.94586382 0.00718261
2454439.27099739 0.92901356 0.00625892
2454439.29183072 0.93916437 0.00793667
2454439.31266406 0.95841829 0.00927170
2454439.33349739 0.98312556 0.00851176
2454439.35433072 1.00225048 0.00488760
2454439.37516406 1.00536037 0.00451728
2454439.39599739 1.00665801 0.00473008
2454439.41683073 1.00786754 0.00535081
2454439.43766406 1.01180710 0.00602767
2454439.45849739 1.00989530 0.00467175
2454439.47933073 1.01204241 0.00488061
2454439.50016406 1.01308622 0.00428610
2454439.52099740 1.00941372 0.00474409
2454439.54183073 1.00694410 0.00562284
2454439.56266406 1.00382686 0.00434003
2454439.58349740 0.99898289 0.00698543
2454439.60433073 0.99422894 0.00605986
2454439.62516407 0.99001873 0.00419852
2454439.64599740 0.97993437 0.00987791
2454439.66683073 0.90169812 0.03643209
2454439.68766407 0.73950353 0.05604104
2454439.70849740 0.54132427 0.05583414
2454439.72933074 0.42303012 0.01346933
2454439.75016407 0.54121344 0.06690455
2454439.77099740 0.74041048 0.05629572
2454439.79183074 0.90825493 0.03898322
2454439.81266407 0.98068701 0.00908827
2454439.83349741 0.99018357 0.00586542
2454439.85433074 0.99243969 0.00604413
2454439.87516407 0.99734577 0.00547829
2454439.89599741 1.00578507 0.00510031
2454439.91683074 1.00913876 0.00682632
2454439.93766407 1.01346091 0.00644165
2454439.95849741 1.01260933 0.00605499
2454439.97933074 1.01501193 0.00548870
2454440.00016408 1.01465465 0.00489775
2454440.02099741 1.01392036 0.00577649
2454440.04183074 1.01635517 0.00639368
2454440.06266408 1.01123291 0.00422027
2454440.08349741 1.01023324 0.00510864
2454440.10433075 1.00797962 0.00604139
2454440.12516408 0.98697065 0.00980344
2454440.14599741 0.96081204 0.01011079
2454440.16683075 0.93590257 0.00617755
2454440.18766408 0.92868334 0.00586959
2454440.20849742 0.94426614 0.00957078
2454440.22933075 0.96902783 0.00956628
2454440.25016408 0.99308678 0.00655844
2454440.27099742 1.00373301 0.00499906
2454440.29183075 1.00522240 0.00518519
2454440.31266409 1.00811130 0.00543770
2454440.33349742 1.00944664 0.00515121
2454440.35433075 1.01163642 0.00541376
2454440.37516409 1.01163679 0.00536730
2454440.39599742 1.01344923 0.00433768
